County,Category,Education metrics,Urban vs Rural
Embu,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Primary completed""",1
Wajir,Rural,"""None """,0
Mombasa,Urban,Completed technical training after secondary school,1
Meru,Rural,"""University completed """,0
Kirinyaga,Urban,"""Primary completed""",1
Lamu,Rural,"""Primary completed""",0
Uasin Gishu,Rural,Some technical training after secondary school,0
Turkana,Urban,"""University completed """,1
Lamu,Rural,"""Primary completed""",0
Tharaka-Nithi,Urban,"""University completed """,1
Wajir,Urban,"""Secondary completed """,1
Samburu,Urban,"""None """,1
Wajir,Rural,"""None """,0
Homabay,Rural,"""None """,0
Tharaka-Nithi,Rural,"""Secondary completed """,0
Mandera,Rural,"""None """,0
Turkana,Rural,"""None """,0
Kirinyaga,Urban,"""None """,1
Migori,Rural,"""Primary completed""",0
Nandi,Rural,"""None """,0
Garissa,Urban,"""None """,1
Marsabit,Urban,Some technical training after secondary school,1
Marsabit,Rural,"""None """,0
Embu,Urban,"""University completed """,1
Turkana,Rural,"""None """,0
Busia,Urban,"""Secondary completed """,1
Murang'a,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Siaya,Rural,"""Secondary completed """,0
Tana River,Rural,"""None """,0
Kisumu,Urban,Completed technical training after secondary school,1
Narok,Rural,"""None """,0
Kisumu,Rural,"""Primary completed""",0
Kajiado,Urban,"""Secondary completed """,1
Embu,Rural,"""None """,0
Nyeri,Rural,"""Secondary completed """,0
Nakuru,Rural,"""None """,0
Taita-Taveta,Rural,"""Secondary completed """,0
Samburu,Rural,"""None """,0
West Pokot,Rural,"""None """,0
Trans Nzoia,Urban,"""Primary completed""",1
Marsabit,Urban,Some technical training after secondary school,1
Homabay,Urban,Some technical training after secondary school,1
Nyandarua,Rural,"""None """,0
Wajir,Urban,"""Primary completed""",1
Kirinyaga,Rural,"""Primary completed""",0
Lamu,Rural,"""University completed """,0
Siaya,Urban,"""Primary completed""",1
Wajir,Urban,"""None """,1
Nyeri,Rural,"""Primary completed""",0
Elgeyo-Marakwet,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
Turkana,Urban,"""Primary completed""",1
Nakuru,Rural,"""Secondary completed """,0
Homabay,Urban,Completed technical training after secondary school,1
Busia,Urban,"""Primary completed""",1
West Pokot,Rural,"""None """,0
Kakamega,Rural,"""None """,0
Kisii,Rural,"""University completed """,0
Kajiado,Rural,"""Secondary completed """,0
Kisumu,Rural,"""Secondary completed """,0
Kirinyaga,Urban,"""Primary completed""",1
Marsabit,Rural,"""None """,0
Kajiado,Rural,"""None """,0
Mandera,Rural,"""None """,0
Mombasa,Urban,"""None """,1
Kisumu,Urban,"""Secondary completed """,1
Meru,Urban,"""None """,1
Marsabit,Rural,"""None """,0
Homabay,Rural,"""Primary completed""",0
Nandi,Urban,"""Primary completed""",1
Murang'a,Rural,"""Secondary completed """,0
Kakamega,Urban,"""Secondary completed """,1
Garissa,Rural,"""None """,0
Kwale,Urban,"""Secondary completed """,1
Kisumu,Urban,Completed technical training after secondary school,1
Isiolo,Rural,"""Primary completed""",0
Kisumu,Rural,"""None """,0
Embu,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Kwale,Rural,"""Primary completed""",0
Nyamira,Rural,"""Secondary completed """,0
Machakos,Urban,"""Primary completed""",1
Bomet,Rural,"""Secondary completed """,0
Kisii,Urban,"""University completed """,1
Kisumu,Rural,"""Secondary completed """,0
Baringo,Rural,"""Primary completed""",0
Laikipia,Urban,"""Secondary completed """,1
Murang'a,Urban,"""University completed """,1
Uasin Gishu,Rural,"""Secondary completed """,0
Tana River,Rural,"""None """,0
Baringo,Rural,"""None """,0
Nairobi City,Urban,"""Secondary completed """,1
Taita-Taveta,Urban,"""Primary completed""",1
Turkana,Urban,Some technical training after secondary school,1
Trans Nzoia,Urban,"""University completed """,1
Turkana,Rural,"""Secondary completed """,0
Mandera,Rural,"""None """,0
Wajir,Urban,"""None """,1
Vihiga,Urban,"""Secondary completed """,1
Makueni,Rural,"""None """,0
Mandera,Rural,"""None """,0
Lamu,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Nairobi City,Urban,"""Primary completed""",1
Tana River,Urban,"""Primary completed""",1
Siaya,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,"""Primary completed""",0
Baringo,Rural,Some technical training after secondary school,0
Taita-Taveta,Rural,"""Secondary completed """,0
Nakuru,Rural,"""Secondary completed """,0
Kisumu,Rural,"""Secondary completed """,0
Migori,Rural,"""Secondary completed """,0
Garissa,Urban,"""Primary completed""",1
Migori,Urban,"""Primary completed""",1
Elgeyo-Marakwet,Rural,"""None """,0
West Pokot,Urban,"""Secondary completed """,1
Kisii,Urban,"""Primary completed""",1
Mandera,Urban,"""None """,1
Busia,Rural,"""Secondary completed """,0
Wajir,Urban,"""None """,1
Nyandarua,Urban,"""Primary completed""",1
Trans Nzoia,Urban,"""Secondary completed """,1
Murang'a,Rural,"""None """,0
Garissa,Urban,"""Primary completed""",1
Homabay,Urban,"""University completed """,1
Makueni,Urban,Some university,1
Tharaka-Nithi,Rural,Completed technical training after secondary school,0
Machakos,Urban,"""Secondary completed """,1
Marsabit,Rural,"""None """,0
Taita-Taveta,Urban,Some university,1
Embu,Rural,Completed technical training after secondary school,0
Kajiado,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Secondary completed """,1
Kajiado,Rural,"""None """,0
Tharaka-Nithi,Rural,"""Primary completed""",0
Busia,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Tharaka-Nithi,Rural,"""Primary completed""",0
Homabay,Rural,"""Primary completed""",0
Machakos,Urban,"""Primary completed""",1
Kiambu,Urban,"""University completed """,1
Murang'a,Rural,"""Secondary completed """,0
Taita-Taveta,Rural,"""Primary completed""",0
Makueni,Rural,"""Secondary completed """,0
Kajiado,Urban,"""Secondary completed """,1
Garissa,Rural,"""None """,0
Garissa,Urban,"""None """,1
Makueni,Urban,"""Secondary completed """,1
Migori,Urban,"""Primary completed""",1
Bungoma,Rural,"""Secondary completed """,0
Kericho,Urban,Some technical training after secondary school,1
Taita-Taveta,Rural,"""Primary completed""",0
Uasin Gishu,Rural,"""Primary completed""",0
Embu,Rural,"""Primary completed""",0
Trans Nzoia,Rural,"""Secondary completed """,0
Nakuru,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,"""Secondary completed """,0
Kajiado,Urban,"""Primary completed""",1
Kwale,Rural,"""Secondary completed """,0
Bomet,Rural,"""Secondary completed """,0
Homabay,Rural,"""Primary completed""",0
Kericho,Rural,"""Secondary completed """,0
Kisii,Rural,"""Primary completed""",0
Kwale,Urban,"""None """,1
Taita-Taveta,Rural,"""Secondary completed """,0
Mombasa,Urban,"""Secondary completed """,1
Busia,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Nyeri,Rural,"""Secondary completed """,0
Elgeyo-Marakwet,Urban,"""Secondary completed """,1
Kirinyaga,Urban,"""Primary completed""",1
Samburu,Rural,Some university,0
Kisumu,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Migori,Rural,"""Primary completed""",0
Murang'a,Rural,"""Secondary completed """,0
Turkana,Urban,"""None """,1
Mombasa,Urban,"""Primary completed""",1
Garissa,Rural,"""None """,0
Nandi,Urban,"""Secondary completed """,1
Isiolo,Rural,"""None """,0
Taita-Taveta,Rural,"""Primary completed""",0
Bungoma,Rural,"""Primary completed""",0
Baringo,Rural,"""Secondary completed """,0
Migori,Urban,"""Primary completed""",1
Bomet,Rural,"""None """,0
Embu,Rural,"""Primary completed""",0
Taita-Taveta,Urban,"""Primary completed""",1
Baringo,Urban,"""Secondary completed """,1
Migori,Rural,"""Primary completed""",0
Kitui,Rural,"""Secondary completed """,0
Kisii,Rural,"""University completed """,0
Uasin Gishu,Urban,"""Primary completed""",1
Elgeyo-Marakwet,Rural,Some technical training after secondary school,0
Nyandarua,Urban,"""University completed """,1
Nandi,Rural,"""Secondary completed """,0
Narok,Urban,"""Primary completed""",1
West Pokot,Urban,"""None """,1
Tharaka-Nithi,Rural,"""None """,0
Machakos,Rural,"""Secondary completed """,0
Kiambu,Rural,"""Secondary completed """,0
Marsabit,Rural,"""Primary completed""",0
Machakos,Urban,"""Secondary completed """,1
Homabay,Rural,"""None """,0
Kiambu,Rural,"""None """,0
Uasin Gishu,Rural,Completed technical training after secondary school,0
Tharaka-Nithi,Urban,"""Secondary completed """,1
Isiolo,Urban,"""Primary completed""",1
Nyeri,Rural,"""Secondary completed """,0
Nyandarua,Urban,"""Primary completed""",1
Kisumu,Urban,"""Secondary completed """,1
Embu,Rural,"""Secondary completed """,0
Embu,Urban,"""Primary completed""",1
Marsabit,Rural,"""None """,0
Nairobi City,Urban,"""Secondary completed """,1
Makueni,Urban,"""Secondary completed """,1
Migori,Rural,"""Primary completed""",0
Mandera,Urban,"""Secondary completed """,1
West Pokot,Rural,"""None """,0
Nyeri,Rural,Some university,0
Nyamira,Rural,"""Secondary completed """,0
Garissa,Rural,"""None """,0
Baringo,Rural,"""Secondary completed """,0
Bomet,Rural,"""Secondary completed """,0
Taita-Taveta,Rural,"""Primary completed""",0
Mandera,Rural,"""None """,0
Kwale,Rural,"""None """,0
Turkana,Rural,"""None """,0
Machakos,Rural,"""None """,0
Mandera,Rural,"""None """,0
Kwale,Rural,"""None """,0
Mandera,Rural,"""None """,0
Nyeri,Urban,"""Secondary completed """,1
Narok,Rural,"""None """,0
Trans Nzoia,Rural,"""University completed """,0
Garissa,Rural,"""None """,0
Murang'a,Rural,"""Primary completed""",0
Garissa,Rural,"""Secondary completed """,0
Siaya,Rural,"""Primary completed""",0
Lamu,Urban,"""Primary completed""",1
Marsabit,Rural,"""None """,0
Nyamira,Urban,"""Secondary completed """,1
Taita-Taveta,Rural,"""Primary completed""",0
Kisumu,Urban,"""None """,1
Kericho,Urban,"""Secondary completed """,1
Nakuru,Urban,Some university,1
Nakuru,Urban,"""Secondary completed """,1
Garissa,Urban,"""None """,1
Mombasa,Urban,"""None """,1
Isiolo,Urban,Some technical training after secondary school,1
Makueni,Urban,"""Secondary completed """,1
Kajiado,Urban,"""None """,1
Kilifi,Rural,"""None """,0
Kakamega,Rural,"""University completed """,0
Kiambu,Urban,"""None """,1
Mandera,Rural,"""None """,0
Nyeri,Urban,"""Primary completed""",1
Turkana,Rural,"""Secondary completed """,0
Murang'a,Rural,"""Secondary completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Siaya,Rural,Completed technical training after secondary school,0
Homabay,Rural,Completed technical training after secondary school,0
Garissa,Rural,"""None """,0
Isiolo,Rural,"""None """,0
Nyamira,Rural,"""Secondary completed """,0
Lamu,Urban,"""None """,1
Trans Nzoia,Rural,"""Primary completed""",0
Nairobi City,Urban,Completed technical training after secondary school,1
Nairobi City,Urban,"""Primary completed""",1
West Pokot,Rural,"""None """,0
Machakos,Rural,Completed technical training after secondary school,0
Machakos,Urban,"""None """,1
Mombasa,Urban,"""Secondary completed """,1
Elgeyo-Marakwet,Rural,"""Primary completed""",0
Isiolo,Urban,"""None """,1
Machakos,Urban,"""Secondary completed """,1
Uasin Gishu,Rural,"""Secondary completed """,0
Murang'a,Rural,"""Secondary completed """,0
Nyandarua,Rural,"""Secondary completed """,0
Wajir,Urban,"""Primary completed""",1
Narok,Rural,"""University completed """,0
Nairobi City,Urban,"""Secondary completed """,1
Makueni,Rural,"""Primary completed""",0
Vihiga,Urban,"""Secondary completed """,1
Nyandarua,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
Siaya,Rural,"""Primary completed""",0
Mandera,Urban,"""None """,1
Kericho,Rural,"""Secondary completed """,0
Migori,Rural,Some university,0
Busia,Rural,"""None """,0
Wajir,Rural,"""None """,0
Marsabit,Rural,"""Primary completed""",0
Narok,Urban,"""Secondary completed """,1
Tharaka-Nithi,Rural,"""None """,0
Nyeri,Rural,"""Secondary completed """,0
Lamu,Rural,"""Secondary completed """,0
Mombasa,Urban,"""Secondary completed """,1
Marsabit,Rural,"""None """,0
Nakuru,Rural,"""None """,0
Nyandarua,Urban,"""Primary completed""",1
Lamu,Rural,"""None """,0
Kirinyaga,Rural,"""Secondary completed """,0
Tana River,Urban,"""Secondary completed """,1
Migori,Rural,"""Secondary completed """,0
Kisii,Rural,"""Secondary completed """,0
Siaya,Rural,"""Secondary completed """,0
Busia,Rural,"""None """,0
Isiolo,Urban,"""Primary completed""",1
Kajiado,Rural,"""None """,0
Machakos,Rural,"""Secondary completed """,0
Kisii,Urban,Completed technical training after secondary school,1
Migori,Rural,"""Primary completed""",0
Nyeri,Urban,"""Secondary completed """,1
Garissa,Urban,"""Primary completed""",1
Kajiado,Rural,"""None """,0
Kwale,Rural,"""Primary completed""",0
Bungoma,Rural,"""University completed """,0
Homabay,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Nairobi City,Urban,Some university,1
Nakuru,Urban,"""Secondary completed """,1
Siaya,Rural,"""None """,0
Kericho,Rural,"""None """,0
Trans Nzoia,Rural,"""Secondary completed """,0
Trans Nzoia,Rural,"""Secondary completed """,0
Bomet,Rural,Some technical training after secondary school,0
Tharaka-Nithi,Rural,"""University completed """,0
Kajiado,Rural,"""None """,0
Turkana,Urban,"""Secondary completed """,1
Kwale,Rural,"""None """,0
Mombasa,Urban,Some university,1
Kirinyaga,Urban,"""None """,1
Kiambu,Rural,"""Secondary completed """,0
Samburu,Urban,"""Primary completed""",1
Homabay,Rural,"""None """,0
Lamu,Rural,Completed technical training after secondary school,0
Kirinyaga,Rural,"""Secondary completed """,0
Mandera,Urban,"""None """,1
Isiolo,Urban,"""Primary completed""",1
Kisumu,Rural,"""Secondary completed """,0
Mombasa,Urban,"""Secondary completed """,1
Kitui,Rural,"""Secondary completed """,0
Laikipia,Urban,"""Secondary completed """,1
Siaya,Urban,"""Primary completed""",1
Meru,Rural,Completed technical training after secondary school,0
Wajir,Rural,"""None """,0
Bungoma,Rural,"""Primary completed""",0
Mombasa,Urban,"""Secondary completed """,1
Kakamega,Rural,Completed technical training after secondary school,0
Kirinyaga,Rural,"""Primary completed""",0
Kiambu,Urban,"""Primary completed""",1
Nakuru,Urban,"""Secondary completed """,1
Bungoma,Rural,"""Secondary completed """,0
Kitui,Rural,Some technical training after secondary school,0
Garissa,Urban,"""None """,1
Kwale,Rural,"""Primary completed""",0
Kisii,Rural,"""Secondary completed """,0
Kisii,Urban,"""Secondary completed """,1
Kakamega,Rural,"""Primary completed""",0
Homabay,Rural,"""University completed """,0
Kilifi,Urban,"""Primary completed""",1
Mombasa,Urban,"""Secondary completed """,1
Nyamira,Rural,"""None """,0
Kilifi,Rural,"""Secondary completed """,0
Murang'a,Urban,"""Secondary completed """,1
Homabay,Urban,"""Primary completed""",1
Kericho,Rural,"""Secondary completed """,0
Wajir,Rural,"""None """,0
Nyandarua,Rural,"""Primary completed""",0
Kwale,Urban,"""Secondary completed """,1
Kisumu,Rural,"""Primary completed""",0
Embu,Rural,"""Secondary completed """,0
Busia,Rural,"""Secondary completed """,0
Busia,Rural,"""Primary completed""",0
Mandera,Rural,"""None """,0
Baringo,Urban,"""Secondary completed """,1
Wajir,Rural,"""None """,0
Samburu,Urban,"""Secondary completed """,1
Meru,Rural,Completed technical training after secondary school,0
Kajiado,Rural,"""None """,0
Kiambu,Urban,"""Primary completed""",1
Bomet,Rural,"""University completed """,0
Homabay,Urban,"""Secondary completed """,1
Machakos,Rural,"""Primary completed""",0
Kakamega,Rural,"""Secondary completed """,0
Tharaka-Nithi,Urban,"""University completed """,1
Baringo,Urban,"""None """,1
Taita-Taveta,Rural,"""Secondary completed """,0
Meru,Urban,"""Secondary completed """,1
Makueni,Rural,"""Secondary completed """,0
Elgeyo-Marakwet,Rural,"""None """,0
Garissa,Urban,"""None """,1
Nyamira,Rural,"""Secondary completed """,0
Kericho,Rural,"""Primary completed""",0
